ISBN,Title,Author,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780752483115,Sandringham Days,John Matson,eBook,$18.49,$15.99, 9780752483115,,'The History Press',
9780230760967,book not found,,,,,,,,
9780007298976,Cold Granite,Stuart MacBride,eBook,,$8.99, 9780007298976,2009-2-2,'HarperCollins Publishers',480
9780748112630,The Five People You Meet In Heaven,Mitch Albom,eBook,,$11.99, 9780748112630,2009-6-11,"'Little, Brown Book Group'",240
9780356504186,Cibola Burn,James S. A. Corey,eBook,,$11.99, 9780356504186,2014-6-5,"'Little, Brown Book Group', 'Digital original'",592
9780575097674,Whispers Under Ground,Ben Aaronovitch,eBook,,$12.99, 9780575097674,2012-6-21,"'Orion', 'Digital original'",384
9781405925327,The Gathering Dark,James Oswald,eBook,,$14.99, 9781405925327,2018-1-25,'Penguin Books Ltd',448
9780748110827,Blue Smoke,Nora Roberts,eBook,,$12.99, 9780748110827,2008-11-6,"'Little, Brown Book Group', 'Digital original'",448
9781405514972,The Silkworm,Robert Galbraith,eBook,,$12.99, 9781405514972,2014-6-19,"'Little, Brown Book Group', 'Digital original'",464
9780988852310,Hope(less),Melissa Haag,eBook,,$0.00, 9780988852310,2015-6-17,'1',
9781405511988,Legend,David Gemmell,eBook,,$11.99, 9781405511988,2011-12-1,"'Little, Brown Book Group', 'Digital original'",432
9781370393756,"Oaths (Dragon Blood, Book 8)",Lindsay Buroker,eBook,,$6.87, 9781370393756,2018-4-24,'8',
9780241978719,The Cut Out Girl,Bart van Es,eBook,,$15.99, 9780241978719,,'Penguin Books Ltd',
9780241982419,My Family and Other Animals,Gerald Durrell,eBook,,$14.99, 9780241982419,2017-4-20,'Penguin Books Ltd',320
9780241337790,Last Stories,William Trevor,eBook,,$15.99, 9780241337790,,'Penguin Books Ltd',
9780718197186,Aprons and Silver Spoons,Mollie Moran,eBook,,$14.99, 9780718197186,,'Penguin Books Ltd',
9780755382644,Moonlight and Ashes,Rosie Goodwin,eBook,,$12.99, 9780755382644,,'Digital original',
9780241983522,The Glossy Years,Nicholas Coleridge,eBook,,$15.99, 9780241983522,,'Penguin Books Ltd',
9780547348063,Baking,Dorie Greenspan,eBook,,$9.99, 9780547348063,,,
9780141910116,Manhattan Transfer,John Dos Passos,eBook,,$15.99, 9780141910116,2000-8-31,'0 - 2 years old',368
9780830845507,Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff,Paperback,$31.64,$27.50, 9780830845507,2018-11-13,"'InterVarsity Press', '20.8 x 13.9 x 1.3'",176
9781407070261,Echo Burning,Lee Child,eBook,,$16.99, 9781407070261,2008-9-22,'Transworld',576
9780241283226,In The Dark,Cara Hunter,eBook,,$15.99, 9780241283226,2018-7-12,'Penguin Books Ltd',480
9780748109432,Lazybones,Mark Billingham,eBook,,$12.99, 9780748109432,2008-9-4,"'Little, Brown Book Group', 'Digital original'",448
9780241251003,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,eBook,,$16.99, 9780241251003,,'Penguin Books Ltd',
9780330467896,book not found,,,,, 9780330467896,,,
9780751562835,The Other Wife,Michael Robotham,eBook,,$11.99, 9780751562835,2018-6-26,"'Little, Brown Book Group', 'Digital original'",400
9780307796202,book not found,,,,, 9780307796202,2011-6-28,'3',
9780141938370,Ballet Shoes,Noel Streatfeild,eBook,,$9.99, 9780141938370,2006-8-31,'6 - 8 years old',240
9780670921621,The Lean Startup,Eric Ries,eBook,,$18.99, 9780670921621,,'Penguin Books Ltd',
9781322006925,book not found,,,,, 9781322006925,,'US',
9780141980270,The Nightingales are Drunk,Hafez,eBook,,$4.99, 9780141980270,2015-2-26,'Penguin Books Ltd',96
9780007569243,The Singles Game,Lauren Weisberger,Paperback,$22.99,$19.75, 9780007569243,,"'GB', '0.3'",
9780571246045,End Games,Michael Dibdin,eBook,$13.19,$11.99, 9780571246045,2008-9-4,"'Faber & Faber', 'Main'",480
9780241974995,Reasons to be Cheerful,Nina Stibbe,eBook,,$15.99, 9780241974995,2019-3-28,'Penguin Books Ltd',320
9780141951409,Defending the Guilty,Alex McBride,eBook,,$15.99, 9780141951409,,'Penguin Books Ltd',
9781311502452,Wiggly the Worm,Arnie Lightning,eBook,,$1.42, 9781311502452,,,
9780141886374,A Handful of Dust,Evelyn Waugh,eBook,,$15.99, 9780141886374,2012-5-31,'Penguin Books Ltd',288
9781283589239,book not found,,,,, 9781283589239,,'US',
9780718196332,Stormbird,Conn Iggulden,eBook,,$15.99, 9780718196332,2013-10-10,'Penguin Books Ltd',512
9781328546395,book not found,,,,, 9781328546395,,"'US', '0.45'",
9780349006895,The Secret Diaries of Miss Anne Lister - Vol.2,Anne Lister,eBook,,$9.99, 9780349006895,2015-2-24,"'Little, Brown Book Group', 'Digital original'",224
9780141923482,Cannery Row,Susan Shillinglaw,eBook,,$15.99, 9780141923482,2000-9-7,'Penguin Books Ltd',176
9780141979519,Liberty Bar,Georges Simenon,eBook,,$15.99, 9780141979519,2015-3-5,'Penguin Books Ltd',112
9780761148357,The Introvert Advantage,Marti Olsen Laney Psy.D.,eBook,,$23.99, 9780761148357,,'Workman Publishing Company',
9780748113507,Gilead,Marilynne Robinson,eBook,,$11.99, 9780748113507,,'Digital original',
9780141923086,Villages,John Updike,eBook,,$15.99, 9780141923086,,'Penguin Books Ltd',
9780141906072,Disobedience,Naomi Alderman,eBook,,$15.99, 9780141906072,,'Penguin Books Ltd',
9780575119574,I Am Legend,Richard Matheson,eBook,,$9.99, 9780575119574,2011-9-1,"'Orion', 'Digital original'",176
9780141902258,The Missing,Chris Mooney,eBook,,$15.99, 9780141902258,2007-5-3,'0 - 2 years old',416
9780141927374,Red Sky at Sunrise,Laurie Lee,eBook,,$18.99, 9780141927374,,'Penguin Books Ltd',
9781405515979,Flesh Wounds,Chris Brookmyre,eBook,,$12.99, 9781405515979,2013-8-1,"'Little, Brown Book Group', 'Digital original'",416
9781409005216,book not found,,,,, 9781409005216,,'Ebury Publishing',
9780761187141,The Useful Book,David Bowers,eBook,,$23.99, 9780761187141,,'1',
9781101200407,Shepherds Abiding,Jan Karon,eBook,$20.57,$16.99, 9781101200407,2004-9-28,'8',304
9780141929873,James and the Giant Peach,Roald Dahl,eBook,,$9.99, 9780141929873,,"""Penguin Random House Children's UK""",
9780748113354,Oryx And Crake,Margaret Atwood,eBook,,$12.99, 9780748113354,2009-9-3,"'Little, Brown Book Group'",448
9780307414298,book not found,,,,,,,,
9780735219090,Where the Crawdads Sing,Delia Owens,Hardcover,,$48.75, 9780735219090,,"'US', '23 x 16 x 4'",
9780330520102,book not found,,,,, 9780330520102,,,
9780842379427,Heaven,Randy Alcorn,Hardcover,$50.99,$29.80, 9780842379427,2004-10-1,"'Tyndale House Publishers', '23.5 x 15.5 x 4'",560
9781306020985,book not found,,,,, 9781306020985,,'US',
9780141914176,The Myth of Sisyphus,Albert Camus,eBook,,$15.99, 9780141914176,2013-10-31,'Penguin Books Ltd',208
9780755379927,American Gods,Neil Gaiman,eBook,,$12.99, 9780755379927,,'Digital original',
9781612120133,The Chicken Health Handbook,Gail Damerow,Paperback,$45.00,$43.25, 9781612120133,,"'US', '24 x 18.5 x 2.5'",
9780141910680,Trust Me,Lesley Pearse,eBook,,$15.99, 9780141910680,,'Penguin Books Ltd',
9781119209614,The Ideal Team Player,Patrick M. Lencioni,eBook,,$29.99, 9781119209614,2016-5-13,"'Wiley', '1'",240
9780285640450,book not found,,,,, 9780285640450,,'Profile',
9780575132498,Broken Homes,Ben Aaronovitch,eBook,,$12.99, 9780575132498,2013-7-25,"'Orion', 'Digital original'",320
9780802194442,book not found,,,,, 9780802194442,,'Grove Atlantic',
9780241349038,Chernobyl,Serhii Plokhy,eBook,,$15.99, 9780241349038,,'Penguin Books Ltd',
9780755350711,The Ladykiller,Martina Cole,eBook,,$11.99, 9780755350711,,'Digital original',
9780141040035,Vince and Joy,Lisa Jewell,eBook,,$15.99, 9780141040035,,'Penguin Books Ltd',
9780463655368,Marius' Mules XII,S.J.A. Turney,eBook,,$7.56, 9780463655368,,,
9780767922968,5 People Who Died During Sex,Karl Shaw,eBook,$8.55,$7.99, 9780767922968,,,
9781409005018,book not found,,,,, 9781409005018,2010-11-11,'Ebury Publishing',496
9781101533512,The Secret,Julie Garwood,eBook,$15.42,$12.99, 9781101533512,,,
9781310518997,Bash Command Line Pro Tips,Jason Cannon,eBook,,$0.00, 9781310518997,,,
9780241388457,Crossfire,Malorie Blackman,eBook,,$14.99, 9780241388457,2019-8-8,"'9 - 12 years old', '5'",496
9781281282309,book not found,,,,, 9781281282309,,'US',
9780718198114,Threat Vector,Tom Clancy,eBook,,$15.99, 9780718198114,2012-12-6,'Penguin Books Ltd',720
9780241198155,book not found,,,,,,,,
9780748116973,The Black Prism,Brent Weeks,eBook,,$11.99, 9780748116973,2010-8-26,"'Little, Brown Book Group', 'Digital original'",480
9780141373836,Death in the Spotlight,Robin Stevens,eBook,,$9.99, 9780141373836,2018-10-4,"'9 - 12 years old', '7'",352
9780141959801,War And Peace,Leo Tolstoy,eBook,,$14.99, 9780141959801,2009-2-26,'Penguin Books Ltd',1472
9780141913872,Out of Africa,Isak Dinesen,eBook,,$14.99, 9780141913872,2001-9-27,'Penguin Books Ltd',336
9780802189806,book not found,,,,, 9780802189806,2020-2-26,,
9781405513463,Rebecca,Daphne Du Maurier,eBook,,$11.99, 9781405513463,2012-2-9,"'9 - 12 years old', '13'",448
9780297609322,The Hairy Dieters,Hairy Bikers,eBook,,$19.99, 9780297609322,,'Illustrated',
9780547488981,Gooney Bird Greene,Lois Lowry,eBook,,$14.99, 9780547488981,2010-4-1,"'1 - 4', '1'",96
9780748110025,Inversions,Iain M. Banks,eBook,,$12.99, 9780748110025,2008-9-4,"'Little, Brown Book Group'",416
9780230760516,book not found,,,,,,,,
9780748116584,Proven Guilty,Jim Butcher,eBook,,$12.99, 9780748116584,2010-3-4,"'Little, Brown Book Group', 'Digital original'",528
9780755352456,The Return,Victoria Hislop,eBook,,$12.99, 9780755352456,,'Digital original',
9780241307168,The Penguin Book of the Contemporary British Short Story,Philip Hensher,eBook,,$15.99, 9780241307168,,'Penguin Books Ltd',
9781311220516,Thornbear,Michael G. Manning,eBook,,$5.00, 9781311220516,2015-5-9,,
9780761171256,Steal Like an Artist,Austin Kleon,eBook,,$19.99, 9780761171256,2012-2-28,'Workman Publishing Company',160
9780994135551,Falling For You,Leeanna Morgan,eBook,,$9.25, 9780994135551,2018-10-16,'1',
9780141375649,One Of Us Is Lying,Karen M. McManus,eBook,,$12.99, 9780141375649,2017-6-1,"'9 - 12 years old', '1'",240
9781118656402,Business Model Generation,Alexander Osterwalder,eText,,$45.09, 9781118656402,2013-2-1,"'Wiley Professional Development (P&T)', '1'",288
9780463273975,Tennessee Night (The 8th Jack Nightingale Novel),Stephen Leather,eBook,,$8.12, 9780463273975,,,
9780141971094,The Personal MBA,Josh Kaufman,eBook,,$18.99, 9780141971094,,'Penguin Books Ltd',
9780141985145,How to Change Your Mind,Michael Pollan,eBook,,$15.99, 9780141985145,2018-5-17,'Penguin Books Ltd',400
9781407047201,Eragon: Book One,Christopher Paolini,eBook,,$12.99, 9781407047201,2009-3-8,"'9 - 12 years old', '1'",528
9780698190665,book not found,,,,, 9780698190665,,,1
9781405909754,You're Not Safe,Mary Burton,eBook,,$15.99, 9781405909754,2014-8-14,'Penguin Books Ltd',432
9781401940003,book not found,,,,, 9781401940003,,,
9780349139876,Orange Is the New Black,,eBook,,$11.99, 9780349139876,,'Digital original',
9780312087791,book not found,,,,, 9780312087791,,,
9780241957141,The Invisible Bridge,Julie Orringer,eBook,,$15.99, 9780241957141,,'Penguin Books Ltd',
9780141961392,Hothouse Flower,Lucinda Riley,eBook,,$15.99, 9780141961392,,'Penguin Books Ltd',
9780241984925,We are the Weather,Jonathan Safran Foer,eBook,,$15.99, 9780241984925,,'Penguin Books Ltd',
9780330514699,book not found,,,,, 9780330514699,,,
9780473330347,Innocent Next Door,Shelley Munro,eBook,,$5.99, 9780473330347,2018-10-15,'1',
9780071772204,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,eBook,$26.41,$21.99, 9780071772204,,'2',
9780857081025,The Art of War,Sun Tzu,eBook,,$16.99, 9780857081025,,'GB',
9781101621615,A Mind For Numbers,Barbara Oakley PhD,eBook,,$5.99, 9781101621615,,'1',
9780330469401,book not found,,,,, 9780330469401,,,
9780993413018,Seven Steps from Snowdon to Everest,Mark Horrell,eBook,,$7.99, 9780993413018,,,
9780230767270,book not found,,,,,,,,
9780141928739,Freakonomics,Steven D. Levitt,eBook,,$15.99, 9780141928739,,'Penguin Books Ltd',
9780307388131,book not found,,,,,,,,
9780748120789,2001,Arthur C. Clarke,eBook,,$11.99, 9780748120789,,'Digital original',
9780753553114,How To Be Right,James O'Brien,eBook,,$18.99, 9780753553114,,'Ebury Publishing',
9780141972510,Blue Above the Chimneys,Christine Marion Fraser,eBook,,$14.99, 9780141972510,,'Penguin Books Ltd',
9780755128037,The Challenging Heights,Max Hennessy,eBook,$8.79,$7.99, 9780755128037,2015-10-1,'2',284
9780241983386,The Greek Myths,Robert Graves,eBook,,$18.99, 9780241983386,,'Penguin Books Ltd',
9781101902912,book not found,,,,, 9781101902912,,'US',
9780648324690,Wicked Wings,Keri Arthur,eBook,,$6.99, 9780648324690,2019-10-8,'5',
9780316561389,book not found,,,,, 9780316561389,,"'Little, Brown and Company'",
9780141941998,My Uncle Oswald,Roald Dahl,eBook,,$15.99, 9780141941998,,'Penguin Books Ltd',
9780307382092,book not found,,,,,,,,
9780993324789,Stasi Vice,Max Hertzberg,eBook,,$4.99, 9780993324789,2018-10-17,'1',
9781405909846,Guilt,Jussi Adler-Olsen,eBook,,$14.99, 9781405909846,2014-2-27,'Penguin Books Ltd',464
9780307483775,Devil's Guard,George R. Elford,eBook,$14.66,$11.99, 9780307483775,,,
9780307267450,book not found,,,,,,,,
9781137450630,How Generations Remember,Monika Palmberger,eBook,,$0.00, 9781137450630,2022-3-25,,
9781405917100,Dead Men's Bones,James Oswald,eBook,,$14.99, 9781405917100,2014-7-3,'Penguin Books Ltd',484
9780141040950,World War One,Norman Stone,eBook,,$14.99, 9780141040950,,'Penguin Books Ltd',
9781370687138,The New Kid,Maureen Straka,eBook,,$0.00, 9781370687138,,,
9780141927411,Allen Carr's Easyweigh to Lose Weight,Allen Carr,eBook,,$14.99, 9780141927411,,'Penguin Books Ltd',
9781409007012,Moab Is My Washpot,Stephen Fry,eBook,,$15.99, 9781409007012,,'Random House',
9781405909877,Poseidon's Arrow,Clive Cussler,eBook,,$15.99, 9781405909877,2012-11-20,'Penguin Books Ltd',528
9780141902715,Moon Tiger,Penelope Lively,eBook,,$15.99, 9780141902715,2006-4-27,'0 - 2 years old',224
9780750957595,book not found,,,,, 9780750957595,,'1',
9780297857945,Marie Antoinette,Lady Antonia Fraser,eBook,,$17.99, 9780297857945,,'Digital original',
9780141912561,On the Road,Jack Kerouac,eBook,,$15.99, 9780141912561,2011-7-21,'Penguin Books Ltd',320
9781405937115,Shadow Tyrants,Clive Cussler,eBook,,$14.99, 9781405937115,2018-9-20,'Penguin Books Ltd',480
9781405934664,The Evidence Against You,Gillian McAllister,eBook,,$15.99, 9781405934664,,'Penguin Books Ltd',
9780761178682,The Book of Questions,Gregory Stock,eBook,,$19.99, 9780761178682,,'1',
9781407016054,Ladder of Years,Anne Tyler,eBook,,$15.99, 9781407016054,,'Random House',
9780230761353,book not found,,,,,,,,
9780571332823,The Somerset Tsunami,Emma Carroll,eBook,$10.99,$9.99, 9780571332823,,'Faber & Faber',
9781405918909,Cover Your Eyes,Mary Burton,eBook,,$15.99, 9781405918909,2014-11-6,"'Penguin Books Ltd', 'Digital original'",307
9780141970615,The Girl on the Cliff,Lucinda Riley,eBook,,$15.99, 9780141970615,,'Penguin Books Ltd',
9780761164029,book not found,,,,, 9780761164029,,,
9780307463654,book not found,,,,,,,,
9780141347707,book not found,,,,,,,,
9780547504186,Animal Farm And 1984,George Orwell,eBook,,$15.99, 9780547504186,,,
9780748122967,Leviathan Wakes,James S. A. Corey,eBook,,$4.99, 9780748122967,2011-6-2,"'Little, Brown Book Group', 'Digital original'",448
9780755374014,Did You Miss Me?,Karen Rose,eBook,,$11.99, 9780755374014,2012-11-8,"'Headline', 'Digital original'",469
9780486111612,Journey to the Center of the Earth,Jules Verne,eBook,,$1.45, 9780486111612,2012-2-2,'1',160
9780857207609,The King's Curse,Philippa Gregory,eBook,,$13.99, 9780857207609,2014-8-14,'Simon & Schuster UK',608
9780241003114,Happiness by Design,Paul Dolan,eBook,,$15.99, 9780241003114,,'Penguin Books Ltd',
9780375980985,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,eBook,$11.99,$10.99, 9780375980985,2012-5-22,"""Random House Children's Books""",
9780575088160,Best Served Cold,Joe Abercrombie,eBook,,$12.99, 9780575088160,2009-6-1,'Orion',560
9780330477444,book not found,,,,, 9780330477444,,'3 - 7',
9780141980867,The Shock Doctrine,Naomi Klein,eBook,,$18.99, 9780141980867,,'Penguin Books Ltd',
9780141969985,Crossed,Ally Condie,eBook,,$12.99, 9780141969985,2011-11-24,"'9 - 12 years old', '2'",384
9781101903094,The 4 x 4 Diet,Erin Oprea,eBook,$18.85,$15.99, 9781101903094,,,
9780297863854,Stalin,Simon Sebag Montefiore,eBook,,$13.99, 9780297863854,,'Digital original',
9780008168186,Tribe,Sebastian Junger,Paperback,$19.99,$18.25, 9780008168186,,"'GB', '0.14'",
9780241309117,The Skincare Bible,Dr Anjali Mahto,eBook,,$18.99, 9780241309117,,'Penguin Books Ltd',
9780345513113,The Book of Basketball,Bill Simmons,eBook,$22.29,$17.99, 9780345513113,,,
9780330466295,book not found,,,,, 9780330466295,,,
9781306064279,book not found,,,,, 9781306064279,,'US',
9780241959602,David and Goliath,Malcolm Gladwell,eBook,,$15.99, 9780241959602,,'Penguin Books Ltd',
9780330514552,book not found,,,,, 9780330514552,,,
9780748109999,Consider Phlebas,Iain M. Banks,eBook,,$12.99, 9780748109999,2008-9-4,"'Little, Brown Book Group'",480
9781405937146,Sea of Greed,Clive Cussler,eBook,,$15.99, 9781405937146,2018-11-6,'Penguin Books Ltd',480
9780751565713,Kill For Me,Tom Wood,eBook,,$11.99, 9780751565713,2018-7-26,"'Little, Brown Book Group', 'Digital original'",480
9780307272300,book not found,,,,,,,,
9780748112524,New Moon,Stephenie Meyer,eBook,,$11.99, 9780748112524,2009-2-26,"'14+ years old', '2'",608
9780755372263,The Vanishing Act of Esme Lennox,Maggie O'Farrell,eBook,,$11.99, 9780755372263,,'Digital original',
9781844082414,The Night Watch,Sarah Waters,Paperback,$24.99,$21.75, 9781844082414,,"'GB', '3.6 x 13.2 x 20'",
9780679720201,The Stranger,Albert Camus,Paperback,$24.99,$21.75, 9780679720201,2014-12-15,"'RANDOM HOUSE US', '1'",144
9781405930833,The Island,Ragnar Jónasson,eBook,,$15.99, 9781405930833,2019-4-4,'Penguin Books Ltd',350
9781405910286,Entwined with You,Sylvia Day,eBook,,$15.99, 9781405910286,2013-6-4,'Penguin Books Ltd',400
9780753545386,Hacking Growth,Morgan Brown,eBook,,$19.99, 9780753545386,,'Ebury Publishing',
9780141912752,The Pursuit of Glory,Tim Blanning,eBook,,$19.99, 9780141912752,,'Penguin Books Ltd',
9780307559517,Sacred Woman,Queen Afua,eBook,$23.99,$19.99, 9780307559517,,,
9780307962287,book not found,,,,, 9780307962287,,'US',
9780748109449,Lifeless,Mark Billingham,eBook,,$12.99, 9780748109449,2008-9-4,"'Little, Brown Book Group', 'Digital original'",480
9780330508346,book not found,,,,, 9780330508346,,,
9780670923533,Daring Greatly,Brené Brown,eBook,,$16.99, 9780670923533,,'Penguin Books Ltd',
9780141394145,The Day Before Happiness,Erri De Luca,eBook,,$15.99, 9780141394145,,'Penguin Books Ltd',
9780141964010,Tuesday's Gone,Nicci French,eBook,,$15.99, 9780141964010,2012-7-19,'Penguin Books Ltd',464
9780446551076,Open and Shut,David Rosenfelt,eBook,,$13.99, 9780446551076,2008-11-15,"'Grand Central Publishing', 'Digital original'",300
9781408851746,A Spy Among Friends,Ben Macintyre,eBook,$18.39,$15.99, 9781408851746,,'GB',
9780755147571,book not found,,,,, 9780755147571,,,
9780748117093,Port Mortuary,Patricia Cornwell,eBook,,$11.99, 9780748117093,2010-10-28,"'Little, Brown Book Group', 'Digital original'",512
9780718197445,The Defence of the Realm,Christopher Andrew,eBook,,$19.99, 9780718197445,,'Penguin Books Ltd',
9780241189467,The Lonely Londoners,Sam Selvon,eBook,,$15.99, 9780241189467,2014-9-25,'Penguin Books Ltd',160
9780463676769,book not found,,,,, 9780463676769,2019-4-24,,
9780755371402,The State We're In,Adele Parks,eBook,,$12.99, 9780755371402,,'Digital original',
9780748108527,The Bookseller Of Kabul,Åsne Seierstad,eBook,,$11.99, 9780748108527,,'Digital original',
9780765325945,Towers of Midnight (US EDITION),Robert Jordan,Hardcover,,$75.95, 9780765325945,2010-11-2,"'TOR BOOKS                     ', '24.77 x 16.51 x 6.35'",864
9780571338658,This Is Not Propaganda,Peter Pomerantsev,eBook,$16.49,$14.99, 9780571338658,,'Faber & Faber',
9781405515092,The Shroud Maker,Kate Ellis,eBook,,$12.99, 9781405515092,2014-1-2,"'Little, Brown Book Group', 'Digital original'",384
9780748115341,The Eye of the World,Robert Jordan,eBook,,$16.99, 9780748115341,2009-10-27,"'Little, Brown Book Group', 'Digital original'",832
9780307958839,book not found,,,,, 9780307958839,,'US',
9781407035086,Jingo,Terry Pratchett,eBook,,$15.99, 9781407035086,2009-12-1,'Transworld',464
9781101575918,Tending Roses,Lisa Wingate,eBook,$14.66,$11.99, 9781101575918,2003-2-4,'1',336
9780241960196,Against All Enemies,Tom Clancy,eBook,,$15.99, 9780241960196,,'Penguin Books Ltd',
9780743483292,The Lions of Lucerne,Brad Thor,eBook,,$9.99, 9780743483292,2003-4-25,'Atria Books',432
9780544866676,book not found,,,,, 9780544866676,,,1
9780006174547,The Cardinal of the Kremlin,Tom Clancy,Paperback,,$28.90, 9780006174547,,"'GB', '0.32'",
9780316724210,book not found,,,,, 9780316724210,2005-10-1,"'Little, Brown & Company', '1'",384
9781473526938,The Child,Fiona Barton,eBook,,$15.99, 9781473526938,,'Transworld',
9780748125821,The Next Always,Nora Roberts,eBook,,$11.99, 9780748125821,2011-11-1,"'Little, Brown Book Group', 'Digital original'",352
9781370752324,The Floating Outfit 19,J.T. Edson,eBook,,$2.59, 9781370752324,2017-12-31,,
9781405910248,Bared to You,Sylvia Day,eBook,,$15.99, 9781405910248,2012-5-28,'Penguin Books Ltd',368
9780755350698,Maura's Game,Martina Cole,eBook,,$11.99, 9780755350698,,'Digital original',
9780755350704,Dangerous Lady,Martina Cole,eBook,,$11.99, 9780755350704,,'Digital original',
9781299598195,book not found,,,,, 9781299598195,,'US',
9780753551370,Alchemy,Rory Sutherland,eBook,,$18.99, 9780753551370,,'Ebury Publishing',
9780241145531,The Old Ways,Robert Macfarlane,eBook,,$15.99, 9780241145531,,'Penguin Books Ltd',
9781250207814,The Mage-Fire War,L. E. Modesitt Jr.,eBook,$16.20,$12.99, 9781250207814,2019-8-13,'21',
9781407034379,The Colour Of Magic,Terry Pratchett,eBook,,$15.99, 9781407034379,2008-12-26,'Transworld',288
9780141930237,Fooled by Randomness,Nassim Nicholas Taleb,eBook,,$15.99, 9780141930237,,'Penguin Books Ltd',
9780830845507,Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff,Paperback,$31.64,$27.50, 9780830845507,2018-11-13,"'InterVarsity Press', '20.8 x 13.9 x 1.3'",176
9780141911748,"I, Claudius",Robert Graves,eBook,,$15.99, 9780141911748,2006-8-3,'Penguin Books Ltd',416
9781370928460,book not found,,,,, 9781370928460,,,
9781405937733,Beartown,Fredrik Backman,eBook,,$15.99, 9781405937733,,'Penguin Books Ltd',
9780316389716,book not found,,,,, 9780316389716,,'US',
9780748110063,The Player Of Games,Iain M. Banks,eBook,,$12.99, 9780748110063,2008-9-4,"'Little, Brown Book Group'",320
9781105795985,book not found,,,,, 9781105795985,,,
9780141347820,book not found,,,,,,,,
9780141965932,A Pocketful of Holes and Dreams,Jeff Pearce,eBook,,$14.99, 9780141965932,,'Penguin Books Ltd',
9780718193348,Zero Degrees of Empathy,Simon Baron-Cohen,eBook,,$15.99, 9780718193348,,'Penguin Books Ltd',
9780230758100,book not found,,,,,,,,
9780976420088,A Course in Miracles,Helen Schucman,eBook,$8.79,$7.99, 9780976420088,,'Course in Miracles Society',
9780141913889,The Road to Wigan Pier,George Orwell,eBook,,$15.99, 9780141913889,2001-4-26,'Penguin Books Ltd',240
9781407059488,The Summons,John Grisham,eBook,,$15.99, 9781407059488,,'Random House',
9781405525978,Queen of Fire,Anthony Ryan,eBook,,$12.99, 9781405525978,2015-7-2,"'Little, Brown Book Group', 'Digital original'",656
9780241351581,Talking to Strangers,Malcolm Gladwell,eBook,,$15.99, 9780241351581,,'Penguin Books Ltd',
9780571331970,Adele,Leïla Slimani,eBook,$13.19,$11.99, 9780571331970,,'Faber & Faber',
9780307962546,The Prince,Niccolo Machiavelli,eBook,,$3.99, 9780307962546,,,
9780241257975,Reality Is Not What It Seems,Carlo Rovelli,eBook,,$15.99, 9780241257975,,'Penguin Books Ltd',
9780755375561,The Faithless,Martina Cole,eBook,,$11.99, 9780755375561,,'Digital original',
9780141916033,The Complete English Poems,John Donne,eBook,,$14.99, 9780141916033,,'Penguin Books Ltd',
9780748115389,The Fires Of Heaven,Robert Jordan,eBook,,$12.99, 9780748115389,2010-2-16,"'Little, Brown Book Group', 'Digital original'",928
9780141929842,Fantastic Mr Fox,Roald Dahl,eBook,,$9.99, 9780141929842,,"""Penguin Random House Children's UK""",
9780307279729,book not found,,,,,,,,
9781407087832,The Ragged Heiress,Dilly Court,eBook,,$15.99, 9781407087832,,'Random House',
9780544052000,"Reader And Educator Guide To ""the Hobbit"" And ""the Lord Of The Rings""",Houghton Mifflin Harcourt,eBook,,$4.99, 9780544052000,,,
9781310461231,book not found,,,,, 9781310461231,2015-5-15,'2',
9780679604075,book not found,,,,, 9780679604075,,,
9781405928335,Enemy of God,Bernard Cornwell,Paperback,$22.99,$20.40, 9781405928335,2016-11-28,"'Penguin UK', '1'",496
9780470666111,book not found,,,,, 9780470666111,,'GB',
9780755387076,3rd Degree,James Patterson,eBook,,$12.99, 9780755387076,2011-4-28,"'Headline', 'Digital original'",283
9780748124916,Fated,Benedict Jacka,eBook,,$11.99, 9780748124916,2012-3-1,"'Little, Brown Book Group', 'Digital original'",304
9780141979106,Enlightenment Now,Steven Pinker,eBook,,$18.99, 9780141979106,,'Penguin Books Ltd',
9780463456910,Don't Forget Your Crown,Derrick Jaxn,eBook,,$14.11, 9780463456910,,,
9780857896346,The French House,Nick Alexander,eBook,,$5.99, 9780857896346,2013-4-1,"'Corvus', '1'",300
9781407034393,The Light Fantastic,Terry Pratchett,eBook,,$15.99, 9781407034393,2009-11-24,'Transworld',288
9780547905860,book not found,,,,, 9780547905860,,,
9780141919263,Periodic Tales,Hugh Aldersey-Williams,eBook,,$15.99, 9780141919263,,'Penguin Books Ltd',
9780698185364,book not found,,,,, 9780698185364,,,1
9780547543154,book not found,,,,, 9780547543154,,,
9780007369409,"Dark Justice (Sean Dillon Series, Book 12)",Jack Higgins,eBook,,$10.99, 9780007369409,2011-6-14,'HarperCollins Publishers',416
9780544029569,Those Darn Squirrels!,Adam Rubin,eBook,$14.29,$11.99, 9780544029569,,'HarperCollins',
9780241959510,Helga's Diary,Helga Weiss,eBook,,$15.99, 9780241959510,,'Penguin Books Ltd',
